,entity,code,year,illiteracy_rate,literacy_rate
1529,Senegal,SEN,2009,52.0,48.0
1530,Senegal,SEN,2011,48.0,52.0
1531,Senegal,SEN,2013,56.0,44.0
1532,Senegal,SEN,2015,56.40727,43.59273
1533,Senegal,SEN,2016,53.90036,46.09964
1534,Senegal,SEN,2017,48.0,52.0
1535,Senegal,SEN,2018,53.39409,46.60591
1536,Senegal,SEN,2019,53.16633,46.83367
1537,Senegal,SEN,2023,49.64418,50.35582
1538,Serbia,SRB,2003,4.0,96.0
1539,Serbia,SRB,2011,2.0,98.0
1540,Serbia,SRB,2016,1.0,99.0
1541,Serbia,SRB,2019,1.0,99.0
1542,Seychelles,SYC,1950,62.5,37.5
1543,Seychelles,SYC,1987,16.0,84.0
1544,Seychelles,SYC,1994,12.0,88.0
1545,Seychelles,SYC,2002,8.0,92.0
1546,Seychelles,SYC,2010,6.0,94.0
1547,Sierra Leone,SLE,1950,92.5,7.5
1548,Sierra Leone,SLE,2004,65.0,35.0
1549,Sierra Leone,SLE,2017,55.16682,44.83318
1550,Sierra Leone,SLE,2019,56.42222,43.57778
1551,Singapore,SGP,1950,52.5,47.5
1552,Singapore,SGP,1980,17.0,83.0
1553,Singapore,SGP,1990,11.0,89.0
1554,Singapore,SGP,2000,7.0,93.0
1555,Singapore,SGP,2010,4.0,96.0
1556,Singapore,SGP,2011,4.0,96.0
1557,Singapore,SGP,2012,4.0,96.0
1558,Singapore,SGP,2013,3.0,97.0
1559,Singapore,SGP,2014,3.0,97.0
1560,Singapore,SGP,2015,3.0,97.0
1561,Singapore,SGP,2016,3.0,97.0
1562,Singapore,SGP,2017,3.0,97.0
1563,Singapore,SGP,2018,3.0,97.0
1564,Singapore,SGP,2019,3.0,97.0
1565,Singapore,SGP,2020,3.0,97.0
1566,Singapore,SGP,2021,2.0,98.0
1567,Slovenia,SVN,1991,0.0,100.0
1568,Solomon Islands,SLB,1950,92.5,7.5
1569,Solomon Islands,SLB,1999,23.0,77.0
1570,Somalia,SOM,2022,46.0,54.0
1571,Somaliland,OWID_SML,1950,97.0,3.0
1572,South Africa,ZAF,1950,57.5,42.5
1573,South Africa,ZAF,1980,24.0,76.0
1574,South Africa,ZAF,1996,18.0,82.0
1575,South Africa,ZAF,2007,11.0,89.0
1576,South Africa,ZAF,2009,7.0,93.0
1577,South Africa,ZAF,2010,7.0,93.0
1578,South Africa,ZAF,2011,7.0,93.0
1579,South Africa,ZAF,2012,6.0,94.0
1580,South Africa,ZAF,2014,6.0,94.0
1581,South Africa,ZAF,2015,6.0,94.0
1582,South Africa,ZAF,2016,8.262756,91.73724
1583,South Africa,ZAF,2017,13.0,87.0
1584,South Africa,ZAF,2019,5.0,95.0
1585,South Africa,ZAF,2021,10.0,90.0
1586,South Asia (WB),,1975,63.96066,36.03934
1587,South Asia (WB),,1976,63.95575,36.04425
1588,South Asia (WB),,1977,63.30427,36.69573
1589,South Asia (WB),,1978,62.65608,37.34392
1590,South Asia (WB),,1979,62.01446,37.98554
1591,South Asia (WB),,1980,61.4041,38.5959
1592,South Asia (WB),,1981,60.82367,39.17633
1593,South Asia (WB),,1982,60.17445,39.82555
1594,South Asia (WB),,1983,59.52078,40.47922
1595,South Asia (WB),,1984,58.8663,41.1337
1596,South Asia (WB),,1985,58.21433,41.78567
1597,South Asia (WB),,1986,57.55963,42.44037
1598,South Asia (WB),,1987,56.90195,43.09805
1599,South Asia (WB),,1988,56.15463,43.84537
1600,South Asia (WB),,1989,55.38757,44.61243
1601,South Asia (WB),,1990,54.64079,45.35921
1602,South Asia (WB),,1991,53.91436,46.08564
1603,South Asia (WB),,1992,52.91367,47.08633
1604,South Asia (WB),,1993,51.91854,48.08146
1605,South Asia (WB),,1994,51.15062,48.84938
1606,South Asia (WB),,1995,50.35951,49.64049
1607,South Asia (WB),,1996,49.5508,50.4492
1608,South Asia (WB),,1997,48.73983,51.26017
1609,South Asia (WB),,1998,43.92044,56.07956
1610,South Asia (WB),,1999,43.12369,56.87631
1611,South Asia (WB),,2000,42.34942,57.65058
1612,South Asia (WB),,2001,41.58694,58.41306
1613,South Asia (WB),,2002,40.79687,59.20313
1614,South Asia (WB),,2003,39.90422,60.09578
1615,South Asia (WB),,2004,39.12383,60.87617
1616,South Asia (WB),,2005,39.32633,60.67367
1617,South Asia (WB),,2006,39.15124,60.84876
1618,South Asia (WB),,2007,38.31608,61.68392
1619,South Asia (WB),,2008,37.4037,62.5963
1620,South Asia (WB),,2009,36.54199,63.45801
1621,South Asia (WB),,2010,33.97104,66.02896
1622,South Asia (WB),,2011,33.37014,66.62986
1623,South Asia (WB),,2012,33.32341,66.67659
1624,South Asia (WB),,2013,32.294243,67.70576
1625,South Asia (WB),,2014,31.544838,68.45516
1626,South Asia (WB),,2015,30.21785,69.78215
1627,South Asia (WB),,2016,28.894218,71.10578
1628,South Asia (WB),,2017,28.332169,71.66783
1629,South Asia (WB),,2018,27.807938,72.19206
1630,South Asia (WB),,2019,28.033974,71.96603
1631,South Asia (WB),,2020,27.31681,72.68319
1632,South Asia (WB),,2021,26.520988,73.47901
1633,South Asia (WB),,2022,25.734734,74.26527
1634,South Asia (WB),,2023,24.99115,75.00885
1635,South Korea,KOR,1950,62.5,37.5
1636,South Korea,KOR,2008,2.0,98.0
1637,South Sudan,SSD,2008,73.0,27.0
1638,Spain,ESP,1475,97.0,3.0
1639,Spain,ESP,1550,96.0,4.0
1640,Spain,ESP,1650,95.0,5.0
1641,Spain,ESP,1750,92.0,8.0
1642,Spain,ESP,1900,58.7,41.3
1643,Spain,ESP,1910,52.2,47.8
1644,Spain,ESP,1920,44.0,56.0
1645,Spain,ESP,1940,23.2,76.8
1646,Spain,ESP,1950,17.5,82.5
1647,Spain,ESP,1981,7.0,93.0
1648,Spain,ESP,1991,4.0,96.0
1649,Spain,ESP,2004,3.0,97.0
1650,Spain,ESP,2005,2.0,98.0
1651,Spain,ESP,2006,2.0,98.0
1652,Spain,ESP,2007,2.0,98.0
1653,Spain,ESP,2008,2.0,98.0
1654,Spain,ESP,2009,2.0,98.0
1655,Spain,ESP,2010,2.0,98.0
1656,Spain,ESP,2011,2.0,98.0
1657,Spain,ESP,2012,2.0,98.0
1658,Spain,ESP,2013,2.0,98.0
1659,Spain,ESP,2014,2.0,98.0
1660,Spain,ESP,2015,2.0,98.0
1661,Spain,ESP,2016,2.0,98.0
1662,Spain,ESP,2018,2.0,98.0
1663,Spain,ESP,2020,1.0,99.0
1664,Spain,ESP,2021,0.0,100.0
1665,Sri Lanka,LKA,1901,73.6,26.4
1666,Sri Lanka,LKA,1911,69.0,31.0
1667,Sri Lanka,LKA,1921,60.1,39.9
1668,Sri Lanka,LKA,1946,42.2,57.8
1669,Sri Lanka,LKA,1950,37.5,62.5
1670,Sri Lanka,LKA,1981,13.0,87.0
1671,Sri Lanka,LKA,2001,9.0,91.0
1672,Sri Lanka,LKA,2006,9.0,91.0
1673,Sri Lanka,LKA,2008,9.0,91.0
1674,Sri Lanka,LKA,2010,9.0,91.0
1675,Sri Lanka,LKA,2016,8.0,92.0
1676,Sri Lanka,LKA,2017,8.0,92.0
1677,Sri Lanka,LKA,2018,8.0,92.0
1678,Sri Lanka,LKA,2019,8.0,92.0
1679,Sri Lanka,LKA,2020,8.0,92.0
1680,Sri Lanka,LKA,2021,8.0,92.0
1681,Sri Lanka,LKA,2022,8.0,92.0
1682,Sri Lanka,LKA,2023,7.0,93.0
1683,Sub-Saharan Africa (SDG),,1984,50.99765,49.00235
1684,Sub-Saharan Africa (SDG),,1985,50.62863,49.37137
1685,Sub-Saharan Africa (SDG),,1986,50.29423,49.70577
1686,Sub-Saharan Africa (SDG),,1987,49.63905,50.36095
1687,Sub-Saharan Africa (SDG),,1988,49.10393,50.89607
1688,Sub-Saharan Africa (SDG),,1989,48.54034,51.45966
1689,Sub-Saharan Africa (SDG),,1990,47.88726,52.11274
1690,Sub-Saharan Africa (SDG),,1991,47.52408,52.47592
1691,Sub-Saharan Africa (SDG),,1992,47.02835,52.97165
1692,Sub-Saharan Africa (SDG),,1993,46.4234,53.5766
1693,Sub-Saharan Africa (SDG),,1994,45.79638,54.20362
1694,Sub-Saharan Africa (SDG),,1995,45.36831,54.63169
1695,Sub-Saharan Africa (SDG),,1996,44.73172,55.26828
1696,Sub-Saharan Africa (SDG),,1997,43.90442,56.09558
1697,Sub-Saharan Africa (SDG),,1998,43.24914,56.75086
1698,Sub-Saharan Africa (SDG),,1999,42.40516,57.59484
1699,Sub-Saharan Africa (SDG),,2000,43.6094,56.3906
1700,Sub-Saharan Africa (SDG),,2001,42.85035,57.14965
1701,Sub-Saharan Africa (SDG),,2002,42.14705,57.85295
1702,Sub-Saharan Africa (SDG),,2003,41.63486,58.36514
1703,Sub-Saharan Africa (SDG),,2004,40.95912,59.04088
1704,Sub-Saharan Africa (SDG),,2005,41.28656,58.71344
1705,Sub-Saharan Africa (SDG),,2006,41.58274,58.41726
1706,Sub-Saharan Africa (SDG),,2007,41.82421,58.17579
1707,Sub-Saharan Africa (SDG),,2008,41.51771,58.48229
1708,Sub-Saharan Africa (SDG),,2009,41.05862,58.94138
1709,Sub-Saharan Africa (SDG),,2010,40.38487,59.61513
1710,Sub-Saharan Africa (SDG),,2011,38.86994,61.13006
1711,Sub-Saharan Africa (SDG),,2012,37.6212,62.3788
1712,Sub-Saharan Africa (SDG),,2013,36.76609,63.23391
1713,Sub-Saharan Africa (SDG),,2014,36.07675,63.92325
1714,Sub-Saharan Africa (SDG),,2015,35.47985,64.52015
1715,Sub-Saharan Africa (SDG),,2016,34.893883,65.10612
1716,Sub-Saharan Africa (SDG),,2017,34.55497,65.44503
1717,Sub-Saharan Africa (SDG),,2018,32.932663,67.06734
1718,Sub-Saharan Africa (SDG),,2019,32.28179,67.71821
1719,Sub-Saharan Africa (SDG),,2020,32.092796,67.9072
1720,Sub-Saharan Africa (SDG),,2021,32.101387,67.89861
1721,Sub-Saharan Africa (SDG),,2022,31.7687,68.2313
1722,Sub-Saharan Africa (SDG),,2023,31.497803,68.5022
1723,Sub-Saharan Africa (WB),,1985,50.32585,49.67415
1724,Sub-Saharan Africa (WB),,1986,50.00495,49.99505
1725,Sub-Saharan Africa (WB),,1987,49.37554,50.62446
1726,Sub-Saharan Africa (WB),,1988,48.86167,51.13833
1727,Sub-Saharan Africa (WB),,1989,48.32041,51.67959
1728,Sub-Saharan Africa (WB),,1990,47.69314,52.30686
1729,Sub-Saharan Africa (WB),,1991,47.34836,52.65164
1730,Sub-Saharan Africa (WB),,1992,46.87456,53.12544
1731,Sub-Saharan Africa (WB),,1993,46.2932,53.7068
1732,Sub-Saharan Africa (WB),,1994,45.69079,54.30921
1733,Sub-Saharan Africa (WB),,1995,45.27845,54.72155
1734,Sub-Saharan Africa (WB),,1996,44.62188,55.37812
1735,Sub-Saharan Africa (WB),,1997,43.78176,56.21824
1736,Sub-Saharan Africa (WB),,1998,43.10839,56.89161
1737,Sub-Saharan Africa (WB),,1999,42.25474,57.74526
1738,Sub-Saharan Africa (WB),,2000,43.37245,56.62755
1739,Sub-Saharan Africa (WB),,2001,42.59986,57.40014
1740,Sub-Saharan Africa (WB),,2002,41.88409,58.11591
1741,Sub-Saharan Africa (WB),,2003,41.3541,58.6459
1742,Sub-Saharan Africa (WB),,2004,40.66668,59.33332
1743,Sub-Saharan Africa (WB),,2005,40.94321,59.05679
1744,Sub-Saharan Africa (WB),,2006,41.83189,58.16811
1745,Sub-Saharan Africa (WB),,2007,42.03662,57.96338
1746,Sub-Saharan Africa (WB),,2008,41.71435,58.28565
1747,Sub-Saharan Africa (WB),,2009,41.24289,58.75711
1748,Sub-Saharan Africa (WB),,2010,40.56746,59.43254
1749,Sub-Saharan Africa (WB),,2011,39.08286,60.91714
1750,Sub-Saharan Africa (WB),,2012,37.85399,62.14601
1751,Sub-Saharan Africa (WB),,2013,37.00359,62.99641
1752,Sub-Saharan Africa (WB),,2014,36.31276,63.68724
1753,Sub-Saharan Africa (WB),,2015,35.712486,64.28751
1754,Sub-Saharan Africa (WB),,2016,35.121742,64.87826
1755,Sub-Saharan Africa (WB),,2017,34.7697,65.2303
1756,Sub-Saharan Africa (WB),,2018,33.183434,66.81657
1757,Sub-Saharan Africa (WB),,2019,32.55835,67.44165
1758,Sub-Saharan Africa (WB),,2020,32.376213,67.62379
1759,Sub-Saharan Africa (WB),,2021,32.384323,67.61568
1760,Sub-Saharan Africa (WB),,2022,32.06427,67.93573
1761,Sub-Saharan Africa (WB),,2023,31.803757,68.19624
1762,Sudan,SDN,1950,92.5,7.5
1763,Sudan,SDN,2000,39.0,61.0
1764,Sudan,SDN,2008,46.0,54.0
1765,Suriname,SUR,1950,27.5,72.5
1766,Suriname,SUR,2004,10.0,90.0
1767,Suriname,SUR,2008,5.0,95.0
1768,Suriname,SUR,2010,5.0,95.0
1769,Suriname,SUR,2012,7.0,93.0
1770,Sweden,SWE,1475,99.0,1.0
1771,Sweden,SWE,1550,99.0,1.0
1772,Sweden,SWE,1650,77.0,23.0
1773,Sweden,SWE,1750,52.0,48.0
1774,Sweden,SWE,1950,1.5,98.5
1775,Switzerland,CHE,1950,1.5,98.5
1776,Syria,SYR,1950,72.5,27.5
1777,Syria,SYR,1981,44.0,56.0
1778,Syria,SYR,2002,17.0,83.0
1779,Syria,SYR,2004,19.0,81.0
1780,Syria,SYR,2021,6.0,94.0
1781,Tajikistan,TJK,1989,2.0,98.0
1782,Tajikistan,TJK,2000,1.0,99.0
1783,Tanzania,TZA,1950,92.5,7.5
1784,Tanzania,TZA,1988,41.0,59.0
1785,Tanzania,TZA,2002,31.0,69.0
1786,Tanzania,TZA,2012,22.0,78.0
1787,Tanzania,TZA,2015,22.0,78.0
1788,Thailand,THA,1950,47.5,52.5
1789,Thailand,THA,1980,12.0,88.0
1790,Thailand,THA,2000,7.0,93.0
1791,Thailand,THA,2005,6.0,94.0
1792,Thailand,THA,2010,4.0,96.0
1793,Thailand,THA,2013,6.0,94.0
1794,Thailand,THA,2015,7.0,93.0
1795,Thailand,THA,2016,8.0186,91.9814
1796,Thailand,THA,2018,6.0,94.0
1797,Thailand,THA,2019,8.73085,91.26915
1798,Thailand,THA,2022,8.900131,91.09987
1799,Togo,TGO,1950,92.5,7.5
1800,Togo,TGO,2000,47.0,53.0
1801,Togo,TGO,2006,43.0,57.0
1802,Togo,TGO,2009,43.0,57.0
1803,Togo,TGO,2011,40.0,60.0
1804,Togo,TGO,2015,36.0,64.0
1805,Togo,TGO,2019,33.0,67.0
1806,Togo,TGO,2022,27.404114,72.59589
1807,Tokelau,TKL,1950,4.0,96.0
1808,Tonga,TON,1950,7.5,92.5
1809,Tonga,TON,1976,0.0,100.0
1810,Tonga,TON,1996,1.0,99.0
1811,Tonga,TON,2006,1.0,99.0
1812,Tonga,TON,2011,1.0,99.0
1813,Tonga,TON,2016,3.0,97.0
1814,Tonga,TON,2019,8.9483795,91.05162
1815,Trinidad and Tobago,TTO,1950,22.5,77.5
1816,Trinidad and Tobago,TTO,1980,5.0,95.0
1817,Trinidad and Tobago,TTO,1990,3.0,97.0
1818,Tunisia,TUN,1950,82.5,17.5
1819,Tunisia,TUN,1984,52.0,48.0
1820,Tunisia,TUN,2004,26.0,74.0
1821,Tunisia,TUN,2007,23.0,77.0
1822,Tunisia,TUN,2008,22.0,78.0
1823,Tunisia,TUN,2010,21.0,79.0
1824,Tunisia,TUN,2011,20.0,80.0
1825,Tunisia,TUN,2012,20.0,80.0
1826,Tunisia,TUN,2014,21.0,79.0
1827,Tunisia,TUN,2018,20.524887,79.47511
1828,Tunisia,TUN,2019,19.0,81.0
1829,Tunisia,TUN,2021,16.317368,83.68263
1830,Tunisia,TUN,2023,13.753181,86.24682
1831,Turkey,TUR,1927,91.8,8.2
1832,Turkey,TUR,1935,79.6,20.4
1833,Turkey,TUR,1945,69.5,30.5
1834,Turkey,TUR,1950,67.5,32.5
1835,Turkey,TUR,1975,38.0,62.0
1836,Turkey,TUR,1980,34.0,66.0
1837,Turkey,TUR,1985,24.0,76.0
1838,Turkey,TUR,1990,21.0,79.0
1839,Turkey,TUR,2004,13.0,87.0
1840,Turkey,TUR,2005,12.0,88.0
1841,Turkey,TUR,2006,12.0,88.0
1842,Turkey,TUR,2007,11.0,89.0
1843,Turkey,TUR,2009,9.0,91.0
1844,Turkey,TUR,2010,7.0,93.0
1845,Turkey,TUR,2011,6.0,94.0
1846,Turkey,TUR,2012,5.0,95.0
1847,Turkey,TUR,2013,5.0,95.0
1848,Turkey,TUR,2014,5.0,95.0
1849,Turkey,TUR,2015,4.0,96.0
1850,Turkey,TUR,2016,4.0,96.0
1851,Turkey,TUR,2017,4.0,96.0
1852,Turkey,TUR,2019,3.0,97.0
1853,Turkey,TUR,2021,3.0,97.0
1854,Turkmenistan,TKM,1995,1.0,99.0
1855,USSR,OWID_USS,1950,7.5,92.5
1856,Uganda,UGA,1950,72.5,27.5
1857,Uganda,UGA,1991,44.0,56.0
1858,Uganda,UGA,2002,32.0,68.0
1859,Uganda,UGA,2006,29.0,71.0
1860,Uganda,UGA,2010,27.0,73.0
1861,Uganda,UGA,2012,30.0,70.0
1862,Uganda,UGA,2016,30.898682,69.10132
1863,Ukraine,UKR,2001,1.0,99.0
1864,United Arab Emirates,ARE,1975,46.0,54.0
1865,United Arab Emirates,ARE,1985,29.0,71.0
1866,United Arab Emirates,ARE,2005,10.0,90.0
1867,United Arab Emirates,ARE,2019,2.0,98.0
1868,United Arab Emirates,ARE,2021,2.0,98.0
1869,United Arab Emirates,ARE,2022,2.0,98.0
1870,United Arab Emirates,ARE,2023,2.0,98.0
1871,United Kingdom,GBR,1475,95.0,5.0
1872,United Kingdom,GBR,1550,84.0,16.0
1873,United Kingdom,GBR,1650,47.0,53.0
1874,United Kingdom,GBR,1750,46.0,54.0
1875,United Kingdom,GBR,1950,1.5,98.5
1876,United States,USA,1900,10.7,89.3
1877,United States,USA,1910,7.7,92.3
1878,United States,USA,1920,6.0,94.0
1879,United States,USA,1930,4.3,95.7
1880,United States,USA,1940,2.9,97.1
1881,United States,USA,1950,3.5,96.5
1882,United States Virgin Islands,VIR,1950,12.5,87.5
1883,Upper-middle-income countries,,1976,33.73281,66.26719
1884,Upper-middle-income countries,,1977,33.50917,66.49083
1885,Upper-middle-income countries,,1978,32.484573,67.51543
1886,Upper-middle-income countries,,1979,31.361847,68.63815
1887,Upper-middle-income countries,,1980,30.339012,69.66099
1888,Upper-middle-income countries,,1981,29.353477,70.64652
1889,Upper-middle-income countries,,1982,28.42987,71.57013
1890,Upper-middle-income countries,,1983,27.496178,72.50382
1891,Upper-middle-income countries,,1984,26.416069,73.58393
1892,Upper-middle-income countries,,1985,25.515,74.485
1893,Upper-middle-income countries,,1986,24.63266,75.36734
1894,Upper-middle-income countries,,1987,23.73449,76.26551
1895,Upper-middle-income countries,,1988,20.329567,79.67043
1896,Upper-middle-income countries,,1989,19.689423,80.31058
1897,Upper-middle-income countries,,1990,18.958862,81.04114
1898,Upper-middle-income countries,,1991,18.41349,81.58651
1899,Upper-middle-income countries,,1992,17.842422,82.15758
1900,Upper-middle-income countries,,1993,17.302101,82.6979
1901,Upper-middle-income countries,,1994,16.768578,83.23142
1902,Upper-middle-income countries,,1995,16.198761,83.80124
1903,Upper-middle-income countries,,1996,15.687309,84.31269
1904,Upper-middle-income countries,,1997,11.283203,88.7168
1905,Upper-middle-income countries,,1998,10.882301,89.1177
1906,Upper-middle-income countries,,1999,10.523552,89.47645
1907,Upper-middle-income countries,,2000,10.123329,89.87667
1908,Upper-middle-income countries,,2001,9.803581,90.19642
1909,Upper-middle-income countries,,2002,9.458611,90.54139
1910,Upper-middle-income countries,,2003,9.018173,90.98183
1911,Upper-middle-income countries,,2004,8.6763,91.3237
1912,Upper-middle-income countries,,2005,8.41584,91.58416
1913,Upper-middle-income countries,,2006,8.131828,91.86817
1914,Upper-middle-income countries,,2007,7.122711,92.87729
1915,Upper-middle-income countries,,2008,6.691139,93.30886
1916,Upper-middle-income countries,,2009,6.5949707,93.40503
1917,Upper-middle-income countries,,2010,6.390808,93.60919
1918,Upper-middle-income countries,,2011,6.249893,93.75011
1919,Upper-middle-income countries,,2012,6.0026093,93.99739
1920,Upper-middle-income countries,,2013,5.9348373,94.06516
1921,Upper-middle-income countries,,2014,5.5831604,94.41684
1922,Upper-middle-income countries,,2015,5.4606476,94.53935
1923,Upper-middle-income countries,,2016,5.238838,94.76116
1924,Upper-middle-income countries,,2017,5.2283173,94.77168
1925,Upper-middle-income countries,,2018,5.0739822,94.92602
1926,Upper-middle-income countries,,2019,4.786087,95.21391
1927,Upper-middle-income countries,,2020,4.6795197,95.32048
1928,Upper-middle-income countries,,2021,4.6469193,95.35308
1929,Upper-middle-income countries,,2022,4.504631,95.49537
1930,Upper-middle-income countries,,2023,4.380478,95.61952
1931,Uruguay,URY,1950,17.5,82.5
1932,Uruguay,URY,1975,6.0,94.0
1933,Uruguay,URY,1985,5.0,95.0
1934,Uruguay,URY,1996,3.0,97.0
1935,Uruguay,URY,2006,2.0,98.0
1936,Uruguay,URY,2007,2.0,98.0
1937,Uruguay,URY,2008,2.0,98.0
1938,Uruguay,URY,2009,2.0,98.0
1939,Uruguay,URY,2010,2.0,98.0
1940,Uruguay,URY,2011,2.0,98.0
1941,Uruguay,URY,2012,2.0,98.0
1942,Uruguay,URY,2013,2.0,98.0
1943,Uruguay,URY,2014,2.0,98.0
1944,Uruguay,URY,2015,1.0,99.0
1945,Uruguay,URY,2016,1.0,99.0
1946,Uruguay,URY,2017,1.0,99.0
1947,Uruguay,URY,2018,1.0,99.0
1948,Uruguay,URY,2019,1.0,99.0
1949,Uruguay,URY,2022,1.0,99.0
1950,Uzbekistan,UZB,2000,1.0,99.0
1951,Uzbekistan,UZB,2013,0.0,100.0
1952,Uzbekistan,UZB,2014,0.0,100.0
1953,Uzbekistan,UZB,2015,0.0,100.0
1954,Uzbekistan,UZB,2016,0.0,100.0
1955,Uzbekistan,UZB,2018,0.0,100.0
1956,Uzbekistan,UZB,2019,0.0,100.0
1957,Uzbekistan,UZB,2021,0.0,100.0
1958,Uzbekistan,UZB,2022,0.0,100.0
1959,Vanuatu,VUT,1950,67.5,32.5
1960,Vanuatu,VUT,1979,47.0,53.0
1961,Vanuatu,VUT,1999,26.0,74.0
1962,Vanuatu,VUT,2023,12.0396805,87.96032
1963,Venezuela,VEN,1950,47.5,52.5
1964,Venezuela,VEN,1981,15.0,85.0
1965,Venezuela,VEN,1990,10.0,90.0
1966,Venezuela,VEN,2001,7.0,93.0
1967,Venezuela,VEN,2007,5.0,95.0
1968,Venezuela,VEN,2009,4.0,96.0
1969,Venezuela,VEN,2011,5.0,95.0
1970,Venezuela,VEN,2015,3.0,97.0
1971,Venezuela,VEN,2016,3.0,97.0
1972,Vietnam,VNM,1950,82.5,17.5
1973,Vietnam,VNM,1979,16.0,84.0
1974,Vietnam,VNM,1989,12.0,88.0
1975,Vietnam,VNM,1999,10.0,90.0
1976,Vietnam,VNM,2000,10.0,90.0
1977,Vietnam,VNM,2009,6.0,94.0
1978,Vietnam,VNM,2019,4.0,96.0
1979,Vietnam,VNM,2022,4.0,96.0
1980,Western Europe (Buringh and van Zanden),,1475,88.0,12.0
1981,Western Europe (Buringh and van Zanden),,1550,82.0,18.0
1982,Western Europe (Buringh and van Zanden),,1650,75.0,25.0
1983,Western Europe (Buringh and van Zanden),,1750,69.0,31.0
1984,World,OWID_WRL,1820,87.95331,12.046689
1985,World,OWID_WRL,1870,81.259445,18.740555
1986,World,OWID_WRL,1880,80.371544,19.628456
1987,World,OWID_WRL,1890,79.48364,20.516357
1988,World,OWID_WRL,1900,78.59574,21.404259
1989,World,OWID_WRL,1910,73.5544,26.445602
1990,World,OWID_WRL,1920,68.37684,31.623163
1991,World,OWID_WRL,1930,67.47237,32.52763
1992,World,OWID_WRL,1940,58.120777,41.879223
1993,World,OWID_WRL,1950,64.04062,35.959377
1994,World,OWID_WRL,1960,58.379623,41.620377
1995,World,OWID_WRL,1976,34.341057,65.65894
1996,World,OWID_WRL,1977,34.050743,65.94926
1997,World,OWID_WRL,1978,33.427788,66.57221
1998,World,OWID_WRL,1979,32.766098,67.2339
1999,World,OWID_WRL,1980,32.152298,67.8477
2000,World,OWID_WRL,1981,31.549332,68.45067
2001,World,OWID_WRL,1982,30.957718,69.04228
2002,World,OWID_WRL,1983,30.388542,69.61146
2003,World,OWID_WRL,1984,29.7275,70.2725
2004,World,OWID_WRL,1985,29.135513,70.86449
2005,World,OWID_WRL,1986,28.583832,71.41617
2006,World,OWID_WRL,1987,27.890457,72.10954
2007,World,OWID_WRL,1988,26.175812,73.82419
2008,World,OWID_WRL,1989,25.653069,74.34693
2009,World,OWID_WRL,1990,25.09298,74.90702
2010,World,OWID_WRL,1991,24.713493,75.28651
2011,World,OWID_WRL,1992,24.30568,75.69432
2012,World,OWID_WRL,1993,23.897552,76.10245
2013,World,OWID_WRL,1994,23.498528,76.50147
2014,World,OWID_WRL,1995,23.08815,76.91185
2015,World,OWID_WRL,1996,22.703682,77.29632
2016,World,OWID_WRL,1997,20.711563,79.28844
2017,World,OWID_WRL,1998,19.531303,80.4687
2018,World,OWID_WRL,1999,19.194,80.806
2019,World,OWID_WRL,2000,19.020767,80.97923
2020,World,OWID_WRL,2001,18.71399,81.28601
2021,World,OWID_WRL,2002,18.35981,81.64019
2022,World,OWID_WRL,2003,17.885712,82.11429
2023,World,OWID_WRL,2004,17.55272,82.44728
2024,World,OWID_WRL,2005,17.545242,82.45476
2025,World,OWID_WRL,2006,17.574707,82.42529
2026,World,OWID_WRL,2007,16.988152,83.01185
2027,World,OWID_WRL,2008,16.614449,83.38555
2028,World,OWID_WRL,2009,16.391289,83.60871
2029,World,OWID_WRL,2010,15.772797,84.2272
2030,World,OWID_WRL,2011,15.58918,84.41082
2031,World,OWID_WRL,2012,15.398582,84.60142
2032,World,OWID_WRL,2013,15.09687,84.90313
2033,World,OWID_WRL,2014,14.713577,85.28642
2034,World,OWID_WRL,2015,14.321091,85.67891
2035,World,OWID_WRL,2016,13.999863,86.00014
2036,World,OWID_WRL,2017,13.822968,86.17703
2037,World,OWID_WRL,2018,13.562492,86.43751
2038,World,OWID_WRL,2019,13.452057,86.54794
2039,World,OWID_WRL,2020,13.252518,86.74748
2040,World,OWID_WRL,2021,13.072456,86.92754
2041,World,OWID_WRL,2022,12.844643,87.15536
2042,World,OWID_WRL,2023,12.643967,87.35603
2043,Yemen,YEM,1950,97.0,3.0
2044,Yemen,YEM,1994,63.0,37.0
2045,Yugoslavia,OWID_YGS,1931,44.6,55.4
2046,Yugoslavia,OWID_YGS,1948,25.4,74.6
2047,Yugoslavia,OWID_YGS,1950,27.5,72.5
2048,Zambia,ZMB,1950,77.5,22.5
2049,Zambia,ZMB,1990,35.0,65.0
2050,Zambia,ZMB,1999,32.0,68.0
2051,Zambia,ZMB,2002,31.0,69.0
2052,Zambia,ZMB,2010,17.0,83.0
2053,Zambia,ZMB,2018,28.867699,71.1323
2054,Zanzibar,OWID_ZAN,1950,92.5,7.5
2055,Zimbabwe,ZWE,1950,77.5,22.5
2056,Zimbabwe,ZWE,1982,22.0,78.0
2057,Zimbabwe,ZWE,1992,16.0,84.0
2058,Zimbabwe,ZWE,2019,6.7724533,93.22755
